Pergunta,Resposta
Qual foi o resultado agregado entre The New Saints e Dečić na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre The New Saints e Dečić na primeira qualificatória da champions league 2024/2025 foi 4–1.
Qual equipe venceu na disputa de pênaltis entre Borac Banja Luka e Egnatia na primeira qualificatória da champions league 2024/2025?,O Borac Banja Luka venceu na disputa de pênaltis entre Borac Banja Luka e Egnatia na primeira qualificatória da champions league 2024/2025.
Qual equipe venceu na disputa de pênaltis entre Ħamrun Spartans e Lincoln Red Imps na primeira qualificatória da champions league 2024/2025?,O Lincoln Red Imps venceu na disputa de pênaltis entre Ħamrun Spartans e Lincoln Red Imps na primeira qualificatória da champions league 2024/2025.
Qual equipe venceu na disputa de pênaltis entre UE Santa Coloma e Ballkani na primeira qualificatória da champions league 2024/2025?,A UE Santa Coloma venceu na disputa de pênaltis entre UE Santa Coloma e Ballkani na primeira qualificatória da champions league 2024/2025.
Qual foi o resultado agregado entre Flora e Celje na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Flora e Celje na primeira qualificatória da champions league 2024/2025 foi 1–7.
Qual foi o resultado agregado entre KÍ e Déifferdeng 03 na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre KÍ e Déifferdeng 03 na primeira qualificatória da champions league 2024/2025 foi 2–0.
Qual foi o resultado agregado entre Panevėžys e HJK na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Panevėžys e HJK na primeira qualificatória da champions league 2024/2025 foi 4–1.
Qual foi o resultado agregado entre RFS e Larne na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre RFS e Larne na primeira qualificatória da champions league 2024/2025 foi 7–0.
Qual foi o resultado agregado entre Víkingur Reykjavík e Shamrock Rovers na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Víkingur Reykjavík e Shamrock Rovers na primeira qualificatória da champions league 2024/2025 foi 1–2.
Qual foi o resultado agregado entre Virtus e Steaua Bucareste na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Virtus e Steaua Bucareste na primeira qualificatória da champions league 2024/2025 foi 1–11.
Qual foi o resultado agregado entre Ludogorets Razgrad e Dinamo Batumi na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Ludogorets Razgrad e Dinamo Batumi na primeira qualificatória da champions league 2024/2025 foi 3–2.
Qual foi o resultado agregado entre Ordabasy e Petrocub Hîncești na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Ordabasy e Petrocub Hîncești na primeira qualificatória da champions league 2024/2025 foi 0–1.
Qual foi o resultado agregado entre Dinamo Minsk e Pyunik na primeira qualificatória da champions league 2024/2025?,O resultado agregado entre Dinamo Minsk e Pyunik na primeira qualificatória da champions league 2024/2025 foi 1–0.
Qual foi o resultado agregado entre Ludogorets Razgrad e Dinamo Minsk na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Ludogorets Razgrad e Dinamo Minsk na segunda qualificatória da champions league 2024/2025 foi 2–1.
Qual foi o resultado agregado entre APOEL e Petrocub Hîncești na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre APOEL e Petrocub Hîncești na segunda qualificatória da champions league 2024/2025 foi 2–1.
Qual foi o resultado agregado entre Ferencváros e The New Saints na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Ferencváros e The New Saints na segunda qualificatória da champions league 2024/2025 foi 7–1.
Qual foi o resultado agregado entre PAOK e Borac Banja Luka na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre PAOK e Borac Banja Luka na segunda qualificatória da champions league 2024/2025 foi 4–2.
Qual foi o resultado agregado entre FK Bodø/Glimt e RFS na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre FK Bodø/Glimt e RFS na segunda qualificatória da champions league 2024/2025 foi 7–1.
Qual foi o resultado agregado entre Malmö FF e KÍ na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Malmö FF e KÍ na segunda qualificatória da champions league 2024/2025 foi 6–4.
Qual foi o resultado agregado entre Shamrock Rovers e Sparta Praga na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Shamrock Rovers e Sparta Praga na segunda qualificatória da champions league 2024/2025 foi 2–6.
Qual foi o resultado agregado entre UE Santa Coloma e Midtjylland na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre UE Santa Coloma e Midtjylland na segunda qualificatória da champions league 2024/2025 foi 0–4.
Qual foi o resultado agregado entre Celje e Slovan Bratislava na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Celje e Slovan Bratislava na segunda qualificatória da champions league 2024/2025 foi 1–6.
Qual foi o resultado agregado entre Panevėžys e Jagiellonia Białystok na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Panevėžys e Jagiellonia Białystok na segunda qualificatória da champions league 2024/2025 foi 1–7.
Qual foi o resultado agregado entre Lincoln Red Imps e Qarabağ na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Lincoln Red Imps e Qarabağ na segunda qualificatória da champions league 2024/2025 foi 0–7.
Qual foi o resultado agregado entre Steaua Bucareste e Maccabi Tel Aviv na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Steaua Bucareste e Maccabi Tel Aviv na segunda qualificatória da champions league 2024/2025 foi 2–1.
Qual foi o resultado agregado entre Lugano e Fenerbahçe na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Lugano e Fenerbahçe na segunda qualificatória da champions league 2024/2025 foi 4–6.
Qual foi o resultado agregado entre Dínamo de Kiev e Partizan Belgrado na segunda qualificatória da champions league 2024/2025?,O resultado agregado entre Dínamo de Kiev e Partizan Belgrado na segunda qualificatória da champions league 2024/2025 foi 9–2.
Qual foi o resultado agregado entre Qarabağ e Ludogorets Razgrad na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Qarabağ e Ludogorets Razgrad na terceira qualificatória da champions league 2024/2025 foi 8–4.
Qual foi o resultado agregado entre Slovan Bratislava e APOEL na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Slovan Bratislava e APOEL na terceira qualificatória da champions league 2024/2025 foi 2–0.
Qual foi o resultado agregado entre Sparta Praga e Steaua Bucareste na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Sparta Praga e Steaua Bucareste na terceira qualificatória da champions league 2024/2025 foi 4–3.
Qual foi o resultado agregado entre Malmö FF e PAOK na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Malmö FF e PAOK na terceira qualificatória da champions league 2024/2025 foi 6–5.
Qual foi o resultado agregado entre Midtjylland e Ferencváros na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Midtjylland e Ferencváros na terceira qualificatória da champions league 2024/2025 foi 3–1.
Qual foi o resultado agregado entre Jagiellonia Białystok e FK Bodø/Glimt na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Jagiellonia Białystok e FK Bodø/Glimt na terceira qualificatória da champions league 2024/2025 foi 1–5.
Qual foi o resultado agregado entre Slavia Praha e Union Saint-Gilloise na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Slavia Praha e Union Saint-Gilloise na terceira qualificatória da champions league 2024/2025 foi 4–1.
Qual foi o resultado agregado entre Lille e Fenerbahçe na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Lille e Fenerbahçe na terceira qualificatória da champions league 2024/2025 foi 3–2.
Qual foi o resultado agregado entre Dínamo de Kiev e Rangers na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Dínamo de Kiev e Rangers na terceira qualificatória da champions league 2024/2025 foi 3–1.
Qual foi o resultado agregado entre Red Bull Salzburg e Twente na terceira qualificatória da champions league 2024/2025?,O resultado agregado entre Red Bull Salzburg e Twente na terceira qualificatória da champions league 2024/2025 foi 5–4.
Quais times se classificaram para a fase de liga da Liga dos Campeões da UEFA de 2024-25 vindos da fase qualificatória?,"O texto não especifica quais times se classificaram da fase qualificatória para a fase de liga na Liga dos Campeões da UEFA de 2024-25.
 71."
Quais times se classificaram para a fase de grupos da Liga Europa vindos da fase qualificatória da Liga dos Campeões da UEFA de 2024-25?,"O texto não especifica quais times se classificaram para a fase de grupos da Liga Europa vindos da fase qualificatória da Liga dos Campeões da UEFA de 2024-25.
 72."
Quais foram os resultados do play-off do Caminho dos Campeões da Liga dos Campeões da UEFA 2024-25?,"Os resultados do play-off do Caminho dos Campeões da Liga dos Campeões da UEFA 2024-25 foram: Young Boys 4–2 Galatasaray, Dínamo Zagreb 5–0 Qarabağ, Midtjylland 3–4 Slovan Bratislava, Bodø/Glimt 2–3 Estrela Vermelha, Malmö FF 0–4 Sparta Praga."
Quais foram os resultados do play-off do Caminho da Liga da Liga dos Campeões da UEFA 2024-25?,"Os resultados do play-off do Caminho da Liga da Liga dos Campeões da UEFA 2024-25 foram: Lille 3–2 Slavia Praha, Dínamo de Kiev 1–3 Red Bull Salzburg."
Quais times participaram do sorteio da fase de liga da Liga dos Campeões da UEFA de 2024-25?,"O texto não lista todos os times que participaram do sorteio da fase de liga da Liga dos Campeões da UEFA de 2024-25, mas inclui alguns como Manchester City, Bayern de Munique, Real Madrid, Paris Saint-Germain, Liverpool, Internazionale, RB Leipzig, Borussia Dortmund, Barcelona, Bayer Leverkusen, Atlético de Madrid, Atalanta, Juventus, Benfica, Arsenal, Brugge, Shakhtar Donetsk, Milan, Feyenoord, Sporting, PSV Eindhoven, Red Bull Salzburg, Dínamo Zagreb, Lille, Estrela Vermelha, Young Boys, Celtic, Slovan Bratislava, Monaco, Sparta Praga, Aston Villa, Bologna, Girona, Stuttgart, Sturm Graz e Brest."
Quais times estrearam na fase de liga da Liga dos Campeões da UEFA de 2024-25?,"Aston Villa, Bologna, Brest, Girona e Slovan Bratislava fizeram suas estreias na fase de liga da Liga dos Campeões da UEFA de 2024-25."
Quais times estrearam em competições europeias na Liga dos Campeões da UEFA de 2024-25?,Brest e Girona estrearam em competições europeias na Liga dos Campeões da UEFA de 2024-25.
Quantas associações nacionais foram representadas na fase de liga da Liga dos Campeões da UEFA de 2024-25?,Um total de 16 associações nacionais foram representadas na fase de liga da Liga dos Campeões da UEFA de 2024-25.
Qual formato substituiu a fase de grupos na Liga dos Campeões da UEFA de 2024-25?,A fase de liga substituiu o formato de grupos na Liga dos Campeões da UEFA de 2024-25.
Quantas partidas cada equipe jogou na fase de liga da Liga dos Campeões da UEFA de 2024-25?,Cada equipe jogou oito partidas na fase de liga da Liga dos Campeões da UEFA de 2024-25.
Como as equipes foram separadas para o sorteio da fase de liga da Liga dos Campeões da UEFA de 2024-25?,As equipes foram separadas em quatro potes com base em seus coeficientes de clubes da UEFA de 2024 para o sorteio da fase de liga da Liga dos Campeões da UEFA de 2024-25.
Quais eram os critérios de desempate na fase de liga da Liga dos Campeões da UEFA de 2024-25?,Os critérios de desempate na fase de liga da Liga dos Campeões da UEFA de 2024-25 eram: Diferença de gols; Gols marcados; Gols marcados fora de casa; Vitórias; Vitórias fora; Maior número de pontos obtidos coletivamente pelos adversários da fase de classificação; Diferença de gols coletiva superior dos adversários da fase de grupos; Maior número de gols marcados coletivamente pelos adversários da fase de grupos; Menor total de pontos disciplinares; Coeficiente de clube da UEFA.
Em que data foi realizado o sorteio para os pares da fase da liga da Liga dos Campeões da UEFA de 2024-25?,O sorteio para os pares da fase da liga da Liga dos Campeões da UEFA de 2024-25 foi realizado em 29 de agosto de 2024.
Que tipo de sorteio foi usado para a fase de liga da Liga dos Campeões da UEFA de 2024-25?,"Todas as 36 equipes foram sorteadas manualmente usando bolas físicas, e um software automatizado sorteou digitalmente seus oponentes aleatoriamente, determinando quais de suas partidas seriam em casa e quais seriam fora na fase de liga da Liga dos Campeões da UEFA de 2024-25."
Quantas partidas cada equipe jogou em casa e fora na fase de liga da Liga dos Campeões da UEFA de 2024-25?,Cada equipe jogou quatro partidas em casa e quatro fora na fase de liga da Liga dos Campeões da UEFA de 2024-25.
Quais horários de início foram programados para as partidas da fase de liga da Liga dos Campeões da UEFA de 2024-25?,"Os horários de início programados para as partidas da fase de liga da Liga dos Campeões da UEFA de 2024-25 foram 18:45 (duas partidas em cada dia) e 21:00 (partidas restantes) CET/CEST, exceto na última rodada, onde todas as partidas foram disputadas simultaneamente às 21:00."
Qual foi o resultado da partida entre Young Boys e Aston Villa na rodada 1 da fase de liga da Liga dos Campeões da UEFA de 2024-25?,O resultado da partida entre Young Boys e Aston Villa na rodada 1 da fase de liga da Liga dos Campeões da UEFA de 2024-25 foi 0–3.
Quem marcou um hat-trick na Liga dos Campeões da UEFA de 2024-25?,"Karim Adeyemi, Vinícius Júnior, Raphinha, Viktor Gyökeres, Luis Díaz, Vangelis Pavlidis, Lautaro Martínez, Ousmane Dembélé, Morgan Rogers, Kylian Mbappé e Serhou Guirassy marcaram hat-tricks na Liga dos Campeões da UEFA de 2024-25."
